#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime 
AK|R32K|58.2747|-134.5181|386.0|Eaglecrest, AK, USA||
AK|RAG|60.3863|-144.6773|752.0|Ragged Mountain, AK, USA||
AK|RC01|61.0889|-149.739|390.0|Rabbit Creek, AK, USA||
AK|RDOG|68.0541|-162.908|423.0|Red Dog Mine, AK, USA||
AK|RIDG|63.7399|-144.8462|871.0|Independent Ridge, AK, USA||
AK|RKAV|60.2994|-141.3478|1647.0|Rock Avalanche, AK, USA||
AK|RND|63.4056|-148.8602|993.6|Reindeer, AK, USA||
AK|S15K|56.3058|-158.54|17.0|Chignik Lagoon, AK, USA||
AK|S19K|57.2225|-153.2875|47.0|Old Harbor, AK, USA||
AK|S31K|57.9616|-136.232|34.0|Pelican, AK, USA||
AK|S32K|57.4688|-134.5763|26.0|Killisnoo, AK, USA||
AK|SAMH|60.1294|-140.7828|1140.0|Samovar Hills, AK, USA||
AK|SAW|61.807|-148.3316|781.0|Sawmill, AK, USA||
AK|SCM|61.832|-147.329|1050.0|Sheep Mountain, AK, USA||
AK|SCRK|63.9761|-143.9905|1375.0|Sand Creek, AK, USA||
AK|SII|56.5593|-154.1842|492.0|Sitkinak Island Coast Guard, AK, USA||
AK|SKN|61.98|-151.5317|581.0|Skwentna, AK, USA||
AK|SLK|60.5117|-150.2231|655.0|Skilak Lake, AK, USA||
AK|SPIA|57.1766|-170.2478|71.0|St Paul Island, AK, USA||
AK|SSN|61.4636|-150.7467|1306.0|Susitna, AK, USA||
AK|SUCK|60.072|-143.779|467.0|Suckling Hills, AK, USA||
AK|SWD|60.1043|-149.4526|77.0|Seward, AK, USA||
AK|TABL|60.4399|-141.1443|2050.0|Table Mountain, AK, USA||
AK|TGL|60.7541|-142.8292|1266.4|Tana Glacier, AK, USA||
AK|TNA|65.5598|-167.9267|74.0|Tin City, AK, USA||
AK|TOLK|68.6408|-149.5724|760.0|Toolik Lake Research Station, AK, USA||
AK|TRF|63.4501|-150.2892|1709.9|Thorofare Mountain, AK, USA||
AK|U33K|56.1146|-133.121|11.0|Whale Pass, AK, USA||
AK|UNV|53.8452|-166.5045|65.0|Unalaska Valley, AK, USA||
AK|V35K|55.3279|-131.615|64.0|Ketchikan, AK, USA||
AK|VMT|61.083|-146.368|97.0|Valdez Marine Terminal, AK, USA||
AK|VRDI|61.2275|-143.4545|1909.4|Verde Repeater, AK, USA||
AK|WAT1|62.8295|-148.5509|722.0|Susitna Watana 1, AK, USA||
AK|WAT6|62.5808|-147.74|1681.0|Susitna Watana 6, AK, USA||
AK|WAT7|62.8331|-148.8476|1232.0|Susitna Watana 7, AK, USA||
AK|WAX|60.448|-142.8529|1003.0|Waxell Ridge, AK, USA||
AK|WRH|64.4716|-148.0918|329.0|Wood River Hill, AK, USA||
AK|YAH|60.3583|-141.751|2125.0|Yahtse, AK, USA||
AK|YAKA|59.5123|-139.672|8.0|Yakutat, AK, USA||
AM|R195D|47.7457|-122.3031|123.0|Raspberry Shake Citizen Science Station||
AM|R382B|48.990991|-122.734665|18.0|Raspberry Shake Citizen Science Station||
AM|R63E3|47.7745|-122.2996|94.0|Raspberry Shake Citizen Science Station||
AM|R9C8C|47.7696|-122.3632|140.0|Raspberry Shake Citizen Science Station||
AT|CRAG|55.468941|-133.122971|57.9|Craig, Alaska||
AT|DORN|61.067727|-148.165709|22.43|Pt. Doran, Barry Arm, Alaska||
AT|ESTR|60.945218|-148.052883|3.86|Esther Passage, Barry Arm, Alaska||
AT|NSHR|61.037669|-148.115133|0.0|North Shore, Barry Arm, Alaska||
AT|PMR|61.592201|-149.130798|100.0|Palmer, Alaska||
AT|SIT|57.0569|-135.324402|19.0|Sitka, Alaska||
AT|TTA|62.930099|-156.011597|990.0|Tatalina, Alaska||
AT|YKU2|59.5121|-139.671036|10.1|Yakutat, Alaska||
AU|ARMA|-30.4198|151.628006|1112.0|Armidale, New South Wales||
AU|ARPS|-36.769901|141.838303|250.0|Mt Arapiles, VIC||
AU|AS01|-23.6647|133.950806|605.0|Alice Springs Array Element 01||
AU|AS02|-23.679199|133.936905|649.0|Alice Springs Array Element 02||
AU|AS03|-23.677401|133.919693|643.3|Alice Springs Array Element 03||
AU|AS04|-23.6597|133.929199|666.3|Alice Springs Array Element 04||
AU|AS05|-23.6492|133.947495|683.2|Alice Springs Array Element 05||
AU|AS06|-23.647499|133.971405|663.2|Alice Springs Array Element 06||
AU|AS07|-23.6656|133.969696|613.7|Alice Springs Array Element 07||
AU|AS08|-23.6814|133.960007|594.3|Alice Springs Array Element 08||
AU|AS09|-23.6994|133.941406|591.2|Alice Springs Array Element 09||
AU|AS10|-23.696899|133.913895|607.4|Alice Springs Array Element 10||
AU|AS11|-23.678301|133.897797|608.3|Alice Springs Array Element 11||
AU|AS12|-23.666401|133.904404|607.4|Alice Springs Array Element 12||
AU|AS13|-23.651899|133.894394|603.9|Alice Springs Array Element 13||
AU|AS14|-23.651699|133.910294|619.6|Alice Springs Array Element 14||
AU|AS15|-23.635599|133.912201|668.7|Alice Springs Array Element 15||
AU|AS16|-23.6369|133.929993|675.8|Alice Springs Array Element 16||
AU|AS17|-23.6644|133.991699|614.6|Alice Springs Array Element 17||
AU|AS18|-23.690001|133.980804|591.7|Alice Springs Array Element 18||
AU|AS19|-23.704399|133.962494|576.7|Alice Springs Array Element 19||
AU|AS31|-23.666|133.904007|607.0|Alice Springs Array Element 31 BroadBand||
AU|BBOO|-32.8102|136.058807|321.0|Buckleboo, South Australia||
AU|BLDU|-30.6147|116.709099|280.0|Ballidu, Western Australia||
AU|BMEBF|-17.86832|122.309427|62.3|Broome, Western Australia||
AU|BN2S|-27.3293|153.047699|8.0|Brisbande 2 Soft JUMP, Queensland||
AU|BRAT|-37.548901|143.932999|503.0|Ballarat||
AU|BRS|-27.39132|152.77398|580.0|BRS Brisbane Mt Nebo, QLD||
AU|BW1H|-20.004499|148.236099|63.0|Bowen Hard JUMP, Queensland||
AU|BW2S|-19.9984|148.223206|7.0|BOWEN SOFT JUMP QUEENSLAND||
AU|CAAN|-19.264299|121.512901|20.0|Eighty Mile Beach||
AU|CARL|-31.9835|115.926697|2.0|Carlisle JUMP, WA||
AU|CMSA|-31.5375|145.691605|220.0|Cobar, NSW||
AU|CN1H|-16.910999|145.710602|149.0|Cairns 1 Hard JUMP, Queensland||
AU|CN2S|-17.0215|145.723801|56.0|Cairns 2 Soft JUMP, Queensland||
AU|CNB|-35.314999|149.363297|853.0|Canberra, Kowen Forest||
AU|COEN|-13.9574|143.174896|285.4|Coen, Queensland||
AU|COOLG|-30.95974|121.17585|415.0|Geological Survey of Western Station||
AU|CORO|-41.452202|147.145004|0.0|Coronation Park JUMP, Tasmania||
AU|CTA|-20.0876|146.25|426.0|Charters Towers, Queensland||
AU|DERBY|-17.314443|123.648882|51.0|Derby Main Roads, WA GSWA||
AU|DLN|-34.723301|149.178894|565.0|Dalton Urban Monitoring, NSW||
AU|DPH|-12.4667|130.8423|45.0|Darwin Parliament House JUMP, Northern Territory||
AU|DRS|-12.4313|130.899307|44.0|Darwin Rock Store JUMP, Northern Territory||
AU|EIDS|-25.369101|151.081696|216.0|Eidsvold, QLD||
AU|FITZ|-18.0982|125.640297|110.0|Fitzroy Crossing||
AU|FORT|-30.779|128.059|165.0|Forrest, WA||
AU|GC2F|-27.912201|153.395798|12.0|Gold Coast 2 Fill JUMP, Queensland||
AU|GD1S|-23.8421|151.169006|5.0|Gladstone 1 Soft Rock JUMP, QLD||
AU|GEXS|-38.200802|144.289993|10.0|Deakin UNI JUMP, GEELONG Victoria||
AU|GHSS|-34.919399|138.6017|42.0|Government House JUMP, SA||
AU|GIRL|-22.643|114.234001|111.0|Giralia, WA||
AU|GLAD|-40.982498|148.009995|0.0|Gladstone JUMP, Tasmania||
AU|GNGN|-31.35787|115.71467|20.0|Gingin GSWA||
AU|GVL|-37.621399|144.899002|185.0|Greenvale Resevoir, JUMP Victoria||
AU|HTT|-33.4306|138.9217|708.0|Hallett, South Australia||
AU|KDU|-12.6869|132.472702|46.0|Kakadu, NT||
AU|KELC|-35.979099|136.907806|60.0|Kangaroo Island||
AU|KIM01|-18.62346|126.86368|314.0|KIM01 GSWA||
AU|KIM02|-18.91608|125.52719|150.0|KIM02 GSWA||
AU|KIM03|-18.54578|124.69036|90.0|KIM03 GSWA||
AU|KIM04|-17.92817|124.81043|133.0|KIM04 GSWA||
AU|KIM05|-17.99156|124.18922|70.0|KIM05 GSWA||
AU|KIM08|-17.32295|124.80778|120.0|KIM08 GSWA||
AU|KIM09|-17.4795|123.0323|131.0|KIM09 GSWA||
AU|KLBR|-31.591499|117.754601|320.0|Kellerberrin, Western Australia||
AU|KLGGI|-30.283214|121.761033|385.0|Kalgoorlie Hampton Hill, WA, GSWA||
AU|KLGHH|-30.750014|121.752683|386.0|Kalgoorlie Hampton Hill, WA ,GSWA network||
AU|KLGHS|-30.746267|121.473347|386.0|Kalgoorlie Hannans Street, WA GSWA network||
AU|KMBL|-31.3669|121.8821|370.0|Kambalda, WA||
AU|KNRA|-15.6769|128.762802|126.0|Kununurra, WA||
AU|LCRK|-30.447201|138.216202|207.0|Leigh Creek,South Australia||
AU|LHI|-31.52|159.061295|73.7|Lord Howe Island||
AU|MABG|-34.0721|150.7601|132.0|Mount Annan Botanical Gardens||
AU|MANU|-2.0432|147.366196|141.5|Manus Island, Papua New Guinea||
AU|MAW|-67.603996|62.870998|12.0|Mawson, Antarctica||
AU|MCQ|-54.4983|158.9403|14.0|Macquarie Island||
AU|MEEK|-26.638|118.614998|530.0|Meekatharra, Western Australia||
AU|MENZ|-29.69411|121.02942|430.0|MENZ – Menzies, WA||
AU|MGBR|-37.726299|140.5728|186.0|Mount Gambier SA||
AU|MGCD|-33.2096|151.1092|285.0|ACT||
AU|MILA|-37.0547|149.155|785.0|Mila, NSW||
AU|MLBS|-37.82915|144.89437|9.0|Scienceworks Melbourne Urban Monitoring||
AU|MOO|-42.4417|147.190308|325.0|Moorlands, Tasmania||
AU|MORW|-29.0683|116.038803|300.0|Morawa, Western Australia||
AU|MTKN|-31.9333|115.773697|57.0|Mount Kenneth Urban Monitoring, WA||
AU|MTN|-12.8436|131.132706|137.39999389648438|Manton Dam, Northern Territory||
AU|MTSU|-18.148199|144.319504|460.0|Mount Surprise, QLD||
AU|MULG|-30.281799|134.058502|254.7|Mulgathing, South Australia||
AU|MUN|-31.9783|116.212|216.0|Mundaring, Western Australia||
AU|NAPP|-33.1828|138.147797|181.0|Napperby JUMP, South Australia||
AU|NFK|-29.043301|167.938904|203.0|Norfolk Island||
AU|NIUE|-19.0763|-169.9272|108.8|Niue Island, Niue||
AU|NTLH|-32.8983|151.703003|64.0|Newcastle Hard Rock JUMP, New South Wales||
AU|NTLS|-32.931999|151.762497|13.0|Newcastle Soft JUMP, New South Wales||
AU|NWAO|-32.9277|117.239|265.0|Narrogin, Western Australia||
AU|OKDL|-34.0707|150.4805|508.0|Oakdale, Sydney, NSW||
AU|OOD|-27.794399|135.688004|162.2|Oodnadatta, South Australia||
AU|PHB|-35.306999|149.1241|609.0|Parliment House Basement - Canberra||
AU|PSA00|-21.5725|119.845802|305.0|Pilbara Seismic Array Element A0||
AU|PSAA1|-21.576689|119.836227|325.0|Pilbara Seismic Array Element A1||
AU|PSAA2|-21.562828|119.846695|330.0|Pilbara Seismic Array Element A2||
AU|PSAA3|-21.578085|119.854874|315.0|Pilbara Seismic Array Element A3||
AU|PSAB1|-21.568909|119.821869|317.0|Pilbara Seismic Array Element B1||
AU|PSAB2|-21.55485|119.861053|302.0|Pilbara Seismic Array Element B2||
AU|PSAB3|-21.593241|119.854675|327.0|Pilbara Seismic Array Element B3||
AU|PSAC1|-21.533709|119.809319|303.0|Pilbara Seismic Array Element C1||
AU|PSAC2|-21.562519|119.900436|330.0|Pilbara Seismic Array Element C2||
AU|PSAC3|-21.621359|119.827744|352.0|Pilbara Seismic Array Element C3||
AU|PSAD3|-21.642984|119.779861|327.0|Pilbara Seismic Array Element D3||
AU|PTPS|-33.172501|137.994293|9.0|Port Pirie JUMP, SA||
AU|QIS|-20.557699|139.605194|450.0|Mount Isa, Qld||
AU|QLP|-26.5837|144.235001|210.0|Quilpie, QLD||
AU|RABL|-4.1912|152.163696|277.0|Rabaul, Papua New Guinea||
AU|RIV|-33.829399|151.158295|25.0|St Ignatius College, Riverview, Sydney||
AU|RK1H|-23.3876|150.493896|66.0|Rockhampton 1 Hard Rock JUMP, QLD||
AU|RK2S|-23.3102|150.521606|36.0|Rockhampton 2 Soft Rock JUMP, QLD||
AU|RKGY|-34.6094|116.9773|30.0|Rocky Gully, WA||
AU|RMQ|-26.489|148.755005|360.0|Roma, QLD||
AU|SDAN|-34.5073|139.337997|585.0|Sedan SA||
AU|STKA|-31.8757|141.596405|230.0|Stephens Creek, NSW||
AU|SYDS|-33.9297|151.2243|27.0|Sydney Soft JUMP, NSW||
AU|TOO|-37.5714|145.490601|604.0|Toolangi, VIC||
AU|TROP|-29.2151|124.4794|343.0|GSWA station||
AU|TV1H|-19.2614|146.795395|65.0|Townsville 1 Hard JUMP, Queensland||
AU|TW1H|-27.544201|151.972|730.0|Toowoomba 1 Hard Rock Urban Monitoring, QLD||
AU|TWOA|-35.0313|138.5793|168.0|Flinders University, Adelaide Urban Monitoring Site.||
AU|WB1|-19.959444|134.34642|393.5|Warramunga Array, Australia||
AU|WB10|-19.767141|134.392838|362.1|Warramunga, NT||
AU|WB2|-19.942753|134.35112|388.0|Warramunga Array, Australia||
AU|WB3|-19.923019|134.355453|384.2|Warramunga Array, Australia||
AU|WB4|-19.903646|134.358932|380.6|Warramunga Array, Australia||
AU|WB5|-19.878218|134.366196|370.9|Warramunga Array, Australia||
AU|WB6|-19.854958|134.367172|364.8|Warramunga Array, Australia||
AU|WB7|-19.840809|134.379456|353.2|Warramunga Array, Australia||
AU|WB8|-19.813942|134.380783|356.1|Warramunga Array, Australia||
AU|WB9|-19.791389|134.383972|360.0|Warramunga Array, Australia||
AU|WC1|-19.924335|134.33905|392.0|Warramunga Array, Australia||
AU|WC2|-19.925379|134.365448|375.0|Warramunga Array, Australia||
AU|WC3|-19.958742|134.371933|382.1|Warramunga Array, Australia||
AU|WC4|-19.961927|134.339737|387.5|Warramunga Array, Australia||
AU|WOLH|-34.407|150.874|91.0|Wollongong Hard Rock, NSW||
AU|WR1|-19.942589|134.339508|388.8|Warramunga Array, Australia||
AU|WR10|-19.959661|134.540527|353.0|Warramunga, NT||
AU|WR2|-19.946861|134.362381|385.4|Warramunga Array, Australia||
AU|WR3|-19.948503|134.386917|376.5|Warramunga Array, Australia||
AU|WR4|-19.950317|134.406616|374.4|Warramunga Array, Australia||
AU|WR5|-19.952171|134.430374|364.2|Warramunga Array, Australia||
AU|WR8|-19.955793|134.500504|367.1|Warramunga Array, Australia||
AU|WR9|-19.957653|134.514923|360.2|Warramunga Array, Australia||
AU|WRKA|-25.0375|128.296097|622.0|Warrakurna, Western Australia||
AU|WTPK|-34.2217|150.6389|199.0|Wilton Park, Sydney, NSW||
AU|XMI|-10.4501|105.6884|252.0|Christmas Island Airport||
AU|YAPP|-31.866301|138.311905|267.0|Yappala Station, SA||
AU|YARR|-33.6174|150.6877|19.0|Yarramundi, Sydney, NSW||
AU|YNG|-34.298|148.3963|460.0|Young, NSW||
AV|ACH|58.21|-155.3281|960.0|Angle Creek Headwaters, Katmai, Alaska||
AV|ADAG|51.98004|-176.60023|293.0|Mount Adagdak, Regional Station, Alaska||
AV|AHB|54.115339|-165.8161|411.0|Akutan Harbor, Akutan Volcano, Alaska||
AV|AKBB|54.0975|-165.9338|310.0|Akutan Broad Bright, Akutan Volcano, Alaska||
AV|AKGG|54.1979|-165.9936|326.0|Akutan Green Grass, Akutan Volcano, Alaska||
AV|AKLV|54.162633|-165.95563|528.0|Akutan Long Valley, Akutan Volcano, Alaska||
AV|AKMO|54.0903|-166.0126|277.0|Akutan Morgan, Akutan Volcano, Alaska||
AV|AKRB|54.1292|-166.0708|334.0|Akutan Reef Bight, Akutan Volcano, Alaska||
AV|AKS|54.11047|-165.69691|219.5|Akutan Strait, Akutan Volcano, Alaska||
AV|AKV|54.12591|-165.96234|905.0|Akutan Volcano, Akutan Volcano, Alaska||
AV|AMKA|51.3784|179.3019|116.0|Amchitka Island, Regional Station, Alaska||
AV|ANCK|58.198743|-155.4955|865.0|Angle Creek, Katmai Volcanic Cluster, Alaska||
AV|ANNQ|56.932754|-158.113103|371.0|Aniakchak Nanwaq, Alaska||
AV|ANNW|56.9656|-158.217|816.0|Aniakchak North West, Alaska||
AV|ANPB|56.80157|-158.28265|662.0|Aniakchak Plenty Bear, Alaska||
AV|ANPK|56.8409|-158.1283|972.0|Aniakchak Peak, Alaska||
AV|ANRM|56.8962|-158.2337|1037.0|Aniakchak Rim, Alaska||
AV|ANVM|56.8858|-158.17509|591.3|Aniakchak Vent Mountain, Alaska||
AV|AU22|59.370595|-153.35506|105.0|Augustine Mound, Augustine Volcano, Alaska||
AV|AUCH|59.3626|-153.4447|916.0|Augustine Cone H, Augustine Volcano, Alaska||
AV|AUJA|59.33956|-153.42258|376.0|Augustine Junction, Augustine Volcano, Alaska||
AV|AUJK|59.34593|-153.41057|359.0|Augustine Juergen Kienle, Augustine Volcano, Alaska||
AV|AUL|59.38218|-153.43765|327.0|Lava Flow, Augustine Volcano, Alaska||
AV|AULG|59.3773|-153.5193|18.0|Augustine Lagoon, Augustine Volcano, Alaska||
AV|AUNO|59.403992|-153.451444|30.5|Augustine North, Augustine Volcano, Alaska||
AV|AUSB|59.333|-153.4284|230.0|Augustine South Buttress, Augustine Volcano, Alaska||
AV|AUW|59.369413|-153.47295|300.0|Augustine West, Augustine Volcano, Alaska||
AV|AUWS|59.35851|-153.46115|465.0|Augustine West Swell, Augustine Volcano, Alaska||
AV|BLDW|55.190907|-162.787687|239.0|Baldy Mountain West, Mount Dutton, Alaska||
AV|BOGO|53.9291|-168.0347|5.0|Bogoslof, Bogoslof Volcano, Alaska||
AV|BPPC|56.58428|-158.82578|856.8|Black Peak Purple Crater, Alaska||
AV|BRPK|54.6446|-163.74286|402.3|Brown Peak, Shishaldin Volcano, Alaska||
AV|CAHL|58.0518|-155.3036|807.0|Cahill, Katmai, Alaska||
AV|CEAP|52.0012|179.5758|244.0|Anvil Peak, Cerberus Volcano, Alaska||
AV|CEPE|51.96442|179.64735|339.2|Perret Ridge, Cerberus Volcano, Alaska||
AV|CERA|51.9058|179.6826|305.0|Ragged Top, Cerberus Volcano, Alaska||
AV|CERB|51.93023|179.62785|324.3|Cerberus Volcano, Cerberus Volcano, Alaska||
AV|CESW|51.8998|179.5613|238.0|Southwest, Cerberus Volcano, Alaska||
AV|CETU|51.96491|179.49217|317.3|Tuman Head, Cerberus Volcano, Alaska||
AV|CLCL|52.8827|-170.02417|353.6|Carlisle Island, Cleveland Volcano, Alaska||
AV|CLCO|52.7866|-169.7229|137.0|Concord Point, Cleveland Volcano, Alaska||
AV|CLES|52.8235|-169.8951|146.0|Cleveland East, Cleveland Volcano, Alaska||
AV|CLNE|52.842481|-169.922345|328.0|Cleveland Northeast, Cleveland Volcano, Alaska||
AV|CLSF|52.793592|-169.928134|121.0|Cleveland South Flank, Cleveland Volcano, Alaska||
AV|DEER|54.97127|-162.32437|392.3|Deer Island, Alaska||
AV|DOL|55.149621|-161.86472|453.0|Dolgoi Island, Mount Dutton, Alaska||
AV|DT1|55.10627|-162.28313|198.0|Dutton Round Hill, Mount Dutton, Alaska||
AV|DTN|55.1448|-162.259|396.0|Dutton Volcano, Alaska||
AV|EDCR|57.0717|-135.70076|636.0|Edgecumbe Crater Ridge, Edgecumbe Volcano, Alaska||
AV|EDES|57.04388|-135.70921|286.0|Edgecumbe East Side, Edgecumbe Volcano, Alaska||
AV|EDNW|57.063057|-135.783847|361.0|Edgecumbe Northwest Ridge, Edgecumbe Volcano, Alaska||
AV|EDSO|57.02826|-135.78761|227.0|Edgecumbe South, Edgecumbe Volcano, Alaska||
AV|ETKA|51.86187|-176.40565|248.0|Kagalaska Island, Regional Station, Alaska||
AV|GAEA|51.7819|-178.7488|326.0|East, Gareloi Volcano, Alaska||
AV|GAKI|51.5534|-178.814|99.0|Kavalga Island, Gareloi Volcano, Alaska||
AV|GALA|51.760629|-178.77365|313.0|Lava Point, Gareloi Volcano, Alaska||
AV|GANE|51.817787|-178.77859|300.0|Northeast, Gareloi Volcano, Alaska||
AV|GANO|51.8192|-178.8058|451.0|North, Gareloi Volcano, Alaska||
AV|GASW|51.777633|-178.856549|252.0|Southwest, Gareloi Volcano, Alaska||
AV|GSCK|52.011509|-176.151768|360.0|Cape Kiugilak, Great Sitkin Volcano, Alaska||
AV|GSIG|51.986385|-175.92501|409.0|Igitkin Island, Great Sitkin Volcano, Alaska||
AV|GSMY|52.043035|-176.056699|404.0|Middle Yoke Creek, Great Sitkin Volcano, Alaska||
AV|GSSP|52.09356|-176.17752|248.0|Saddle Point, Great Sitkin Volcano, Alaska||
AV|GSTD|52.055797|-176.144777|865.0|Triple Divide, Great Sitkin Volcano, Alaska||
AV|GSTR|52.094361|-176.05888|495.0|Teapot Rock, Great Sitkin Volcano, Alaska||
AV|HAG|55.31687|-161.90451|518.2|Hague Volcano, Pavlof Volcano, Alaska||
AV|ILCB|59.82231|-153.02322|712.0|Iliamna Chinitna Bay, Iliamna Volcano, Alaska||
AV|ILLG|60.06885|-152.97855|975.0|Iliamna Lateral Glacier, Iliamna Volcano, Alaska||
AV|ILNE|60.0573|-153.06354|1684.3|Iliamna Northeast, Iliamna Volcano, Alaska||
AV|ILS|59.957|-153.0703|1125.0|Iliamna South, Iliamna Volcano, Alaska||
AV|ILSW|59.9832|-153.1425|1318.0|Iliamna Southwest, Iliamna Volcano, Alaska||
AV|ILW|60.059317|-153.13875|1676.0|Iliamna West, Iliamna Volcano, Alaska||
AV|ISLZ|54.7249|-163.7129|634.0|Lazaref River, Shishaldin Volcano, Alaska||
AV|ISNN|54.83157|-163.78082|490.0|Isanotski North, Isanotski, Alaska||
AV|IVE|60.0163|-153.0185|1211.9|Iliamna Volcano East, Iliamna Volcano, Alaska||
AV|KAB2|58.13116|-154.97616|908.0|Katmai Barrier Ridge Two, Alaska||
AV|KABU|58.2702|-155.2843|1065.0|Katmai Buttress Ridge, Alaska||
AV|KAHG|58.493726|-154.54667|910.0|Katmai Hook Glacier, Alaska||
AV|KAKN|58.2963|-155.0632|1049.0|Knife Creek Promontory, Katmai, Alaska||
AV|KAPH|58.596689|-154.346679|907.0|Katmai Pasha, Alaska||
AV|KARR|58.498123|-154.70383|609.0|Katmai Rainbow River, Alaska||
AV|KAVE|58.19782|-155.02341|702.0|Katmai Ventifact, Alaska||
AV|KAWH|58.383|-154.8013|777.0|Katmai West Hook, Alaska||
AV|KBM|58.27467|-155.20517|687.0|Katmai Baked Mountain, Alaska||
AV|KEL|58.44|-155.7407|975.0|Katmai Kelez, Alaska||
AV|KICM|51.91896|-177.19559|173.0|Cape Miga, Kanaga Volcano, Alaska||
AV|KIKV|51.878494|-177.17061|403.0|Kanaga Volcano, Kanaga Volcano, Alaska||
AV|KIMD|51.761504|-177.235207|173.1|MID Benchmark, Kanaga Volcano, Alaska||
AV|KINC|51.93147|-177.1275|203.0|North Cape, Kanaga Volcano, Alaska||
AV|KIRH|51.89981|-177.0937|321.0|Round Head, Kanaga Volcano, Alaska||
AV|KIWB|51.853|-177.15094|234.0|Westway Bight, Kanaga Volcano, Alaska||
AV|KJL|58.0533|-155.5753|792.0|Kejulik, Katmai, Alaska||
AV|KOFP|52.274|-174.0992|662.0|Flat Point, Korovin Volcano, Alaska||
AV|KOKL|52.3221|-174.2022|758.0|Mount Kliuchef, Korovin Volcano, Alaska||
AV|KOKV|52.3603|-174.1673|776.0|Korovin Volcano, Korovin Volcano, Alaska||
AV|KONE|52.39246|-174.12157|247.0|Northeast, Korovin Volcano, Alaska||
AV|KONW|52.3954|-174.2125|334.0|Northwest, Korovin Volcano, Alaska||
AV|KOSE|52.3447|-174.0505|625.0|Southeast, Korovin Volcano, Alaska||
AV|KOWE|52.36459|-174.25262|572.0|West, Korovin Volcano, Alaska||
AV|KUSW|55.94218|-159.82616|546.0|Kupreanof Southwest||
AV|KVT|58.38067|-155.29854|505.7|Katmai Valley of 10,000 Smokes, Alaska||
AV|LSNW|51.96931|178.51482|264.3|Northwest, Little Sitkin Volcano, Alaska||
AV|LSPA|51.9557|178.5714|335.0|Pratt Point, Little Sitkin Volcano, Alaska||
AV|LSSA|51.9484|178.5112|549.0|Saddle, Little Sitkin Volcano, Alaska||
AV|LSSE|51.93203|178.56697|308.8|Southeast, Little Sitkin Volcano, Alaska||
AV|LVA|54.1609|-166.0337|457.0|Lava Point, Akutan Volcano, Alaska||
AV|MAPS|53.808128|-166.94061|333.0|Pakushin Southeast, Makushin Volcano, Alaska||
AV|MCIR|53.9505|-166.8942|800.0|Makushin Cirque, Makushin Volcano, Alaska||
AV|MGLS|58.133437|-155.16262|509.0|Mageik Landslide, Katmai, Volcanic Group,  Alaska||
AV|MGOD|53.793422|-166.878|667.0|Gods Own Repeater Site, Makushin Volcano, Alaska||
AV|MNAT|53.88291|-166.68574|384.0|Nateekin Bay, Makushin  Volcano, Alaska||
AV|MREP|53.8096|-166.7476|785.0|Repeater, Makushin Volcano, Alaska||
AV|MSW|53.914796|-166.788006|423.0|Switchbacks, Makushin Volcano, Alaska||
AV|MTBL|53.968|-166.6813|810.0|Table Top, Makushin Volcano, Alaska||
AV|N20K|61.2001|-152.2089|991.0|Chakachatna River, Mount Spurr, AK, USA||
AV|N25K|61.6061|-144.5982|1087.0|Chitina, Valdez-Cordova, AK, USA||
AV|NCT|60.5621|-152.9293|1136.0|North Crescent, Redoubt Volcano, Alaska||
AV|OKBR|53.41915|-168.07471|452.0|Big Rock, Okmok Caldera, Alaska||
AV|OKCE|53.4261|-168.16629|516.0|Cone E, Okmok Caldera, Alaska||
AV|OKCF|53.3948|-168.1382|685.0|Cone F, Okmok Caldera, Alaska||
AV|OKFG|53.41078|-167.91141|196.0|Magazine Ridge, Fort Glenn, Okmok Caldera, Alaska||
AV|OKNC|53.4559|-168.12553|404.0|New Cone D, Okmok Caldera, Alaska||
AV|OKNO|53.52769|-168.09396|460.9|North Ridge, Okmok Caldera, Alaska||
AV|OKSO|53.3565|-168.1619|460.0|South, Okmok Caldera, Alaska||
AV|OKTU|53.3829|-168.0431|646.0|Mount Tulik, Okmok Caldera, Alaska||
AV|P18K|59.3922|-155.2292|680.0|Big Mountain, AK, USA||
AV|P19K|59.6524|-153.2319|629.0|Oil Pt, AK, USA||
AV|PLBL|57.6991|-156.821|461.0|Blue Mountain, Mt. Peulik Volcano, Alaska||
AV|PLK1|57.8012|-156.6093|78.0|Mt. Peulik Volcano 1, Alaska||
AV|PLK2|57.7634|-156.3264|401.0|Mt. Peulik Volcano 2, Alaska||
AV|PLK3|57.688|-156.2695|494.0|Mt. Peulik Volcano 3, Alaska||
AV|PLK5|57.997|-156.88|49.0|Mt. Peulik Volcano 5, Alaska||
AV|PN7A|55.4329|-161.9973|838.0|Pavlof North 7A, Pavlof Volcano, Alaska||
AV|PS1A|55.42002|-161.74385|283.5|Pavlof South 1A, Pavlof Volcano, Alaska||
AV|PS4A|55.34597|-161.85651|329.8|Pavlof South 4A, Pavlof Volcano, Alaska||
AV|PV6A|55.507|-161.9714|352.0|Pavlof North 6A, Pavlof, Alaska||
AV|PVV|55.37316|-161.79199|165.8|Pavlof Volcano, Alaska||
AV|Q17K|58.2637|-155.8865|1165.0|Contact Creek, Katmai, AK, USA||
AV|Q18K|58.6484|-155.0086|1250.0|Katmai Hardscrabble Creek, AK, USA||
